keyword,result_id,type,title,link,authors,journal,year,snippet,full_abstract,publication,cited_by,cited_by_link,related_pages_link,versions_link,pdf_url
Geographical tourism,BjI-DDXXE3UJ,,Geography and tourism,https://www.sciencedirect.com/science/article/pii/016073839190039E,"LS Mitchell, PE Murphy",Annals of Tourism Research,1991,"… Tourism geography’s genealogy has been traced to the 1920s in the United … a tourism topic in a major US geographic journal was published in 1933, and a continuous thread of tourism …",,"LS Mitchell, PE Murphy - Annals of Tourism Research, 1991 - Elsevier",270,"https://scholar.google.com/scholar?cites=8436323149833712134&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:BjI-DDXXE3UJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=8436323149833712134&hl=en&num=20&as_sdt=0,43",
Geographical tourism,s4i0qJjapOcJ,,The application of geographical information systems (GIS) in sustainable tourism planning: A review,https://www.tandfonline.com/doi/abs/10.1080/09669589908667333,"T Bahaire, M Elliott-White",Journal of Sustainable Tourism,1999,"… on the effect of planning decisions on the tourism resource. Furthermore, this … tourism resources are, how intensively the resource is used and so on. This suggests that geographical …",,"T Bahaire, M Elliott-White - Journal of Sustainable Tourism, 1999 - Taylor & Francis",449,"https://scholar.google.com/scholar?cites=16691706468142188723&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:s4i0qJjapOcJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=16691706468142188723&hl=en&num=20&as_sdt=0,43",
Geographical tourism,QWR6jmGboVgJ,,Towards a geography of tourism,https://www.sciencedirect.com/science/article/pii/0160738379901014,DG Pearce,Annals of Tourism Research,1979,"… a Geography of Tourism,"" Annals of Tourism Research, July/… geographical interest in tourism during the past half century and examines the range and scope of the geography of tourism. …",,"DG Pearce - Annals of Tourism Research, 1979 - Elsevier",313,"https://scholar.google.com/scholar?cites=6386556589892592705&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:QWR6jmGboVgJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=6386556589892592705&hl=en&num=20&as_sdt=0,43",
Geographical tourism,2Nps2zyPNLsJ,,Tourism and sustainable water supply in Mallorca: a geographical analysis,https://www.sciencedirect.com/science/article/pii/S0143622802000504,"M Kent, R Newnham, S Essex",Applied geography,2002,… in tourist resorts are becoming an increasingly common and important issue in applied geography and … This paper examines the relationships between tourism and water supply on the …,,"M Kent, R Newnham, S Essex - Applied geography, 2002 - Elsevier",226,"https://scholar.google.com/scholar?cites=13489564275423632088&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:2Nps2zyPNLsJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=13489564275423632088&hl=en&num=20&as_sdt=0,43",
Geographical tourism,Ux8Z-5_nZ40J,,Tourism and the geographical imagination,https://www.tandfonline.com/doi/abs/10.1080/02614369100390291,G Hughes,Leisure studies,1992,… here that this 'tourist map' is an apt metaphor to describe a geography of the imagination… tourism in this process of transformation and the implications this may have for the geographical …,,"G Hughes - Leisure studies, 1992 - Taylor & Francis",210,"https://scholar.google.com/scholar?cites=10189367356247580499&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:Ux8Z-5_nZ40J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=10189367356247580499&hl=en&num=20&as_sdt=0,43",
Geographical tourism,l1YIOE7Sq28J,,"Geographical research on tourism, recreation and leisure: origins, eras and directions",https://www.tandfonline.com/doi/abs/10.1080/1461668042000208453,R Butler,Tourism Geographies,2004,… in the Annals of Tourism Research in 1979 on ‘The geography of tourism: an introduction’ … of Tourism Research (with Murphy in 1991). The special issues of Annals of Tourism Research …,,"R Butler - Tourism Geographies, 2004 - Taylor & Francis",189,"https://scholar.google.com/scholar?cites=8046756392616875671&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:l1YIOE7Sq28J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=8046756392616875671&hl=en&num=20&as_sdt=0,43",
Geographical tourism,7017Yc3gnaEJ,,Framing tourism geography: Notes from the underground,https://www.sciencedirect.com/science/article/pii/S0160738313000959,CM Hall,Annals of Tourism Research,2013,"… Tourism geography is a significant contributor to the study of tourism, yet is generally perceived as marginal to geography. The review frames contemporary tourism geography by …",,"CM Hall - Annals of Tourism Research, 2013 - Elsevier",154,"https://scholar.google.com/scholar?cites=11645711384158359023&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:7017Yc3gnaEJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=11645711384158359023&hl=en&num=20&as_sdt=0,43",
Geographical tourism,LiJwyzYSAzwJ,Book,"The geography of tourism and recreation: Environment, place and space",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203796092&type=googlepdf,"CM Hall, SJ Page",2014,2014,"… Geography of Tourism and Recreation provides students with a comprehensive introduction to the interrelationship between tourism, leisure and recreation from geographical … , tourism …",,"CM Hall, SJ Page - 2014 - api.taylorfrancis.com",3678,"https://scholar.google.com/scholar?cites=4324320093756465710&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:LiJwyzYSAzwJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=4324320093756465710&hl=en&num=20&as_sdt=0,43",http://ndl.ethernet.edu.et/bitstream/123456789/18071/1/27.pdf
Geographical tourism,9IgPLwxwOt4J,,Historical and geographical context in festival tourism development,https://www.tandfonline.com/doi/abs/10.1080/1743873X.2011.611595,"L Ma, AA Lew",Journal of Heritage tourism,2012,"… tourist experience, though tourism is not necessarily a justification or goal of a festival. Tourism, … Within tourism studies, research on festival tourism is a specialty field that has steadily …",,"L Ma, AA Lew - Journal of Heritage tourism, 2012 - Taylor & Francis",166,"https://scholar.google.com/scholar?cites=16013234622700685556&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:9IgPLwxwOt4J:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=16013234622700685556&hl=en&num=20&as_sdt=0,43",https://www.researchgate.net/profile/Alan-Lew/publication/241731392_Historical_and_geographical_context_in_festival_tourism_development/links/56a410de08aeef24c589d452/Historical-and-geographical-context-in-festival-tourism-development.pdf
Geographical tourism,PH7cTd83xxcJ,,"Tourism, capital, and place: Towards a critical geography of tourism",https://journals.sagepub.com/doi/abs/10.1068/d090451,S Britton,Environment and planning D: society and space,1991,"… In this essay I argue that the geographic study of tourism requires a more rigorous core of theory in order to conceptualise fully its role in capitalist accumulation, its economic dynamics, …",,"S Britton - Environment and planning D: society and space, 1991 - journals.sagepub.com",1751,"https://scholar.google.com/scholar?cites=1713399615461293628&as_sdt=5,43&sciodt=0,43&hl=en&num=20","https://scholar.google.com/scholar?q=related:PH7cTd83xxcJ:scholar.google.com/&scioq=Geographical+tourism&hl=en&num=20&as_sdt=0,43","https://scholar.google.com/scholar?cluster=1713399615461293628&hl=en&num=20&as_sdt=0,43",https://www.academia.edu/download/48868743/Tourism_capital__place-BRITTON_1990.pdf
