keyword,title,link,authors,journal,year,snippet,full_abstract,pdf_url
chess,Chess knowledge predicts chess memory even after controlling for chess experience: Evidence for the role of high-level processes,https://link.springer.com/article/10.3758/s13421-017-0768-2,"DM Lane, YHA Chang",Memory & cognition,2018,"… of 79 chess players were given a test of memory for chess positions, a test of declarative chess … For the sake of those with little familiarity with chess, we exemplify the kind of chess …",,https://link.springer.com/content/pdf/10.3758/s13421-017-0768-2.pdf
chess,Chess databases as a research vehicle in psychology: Modeling large data,https://link.springer.com/article/10.3758/s13428-016-0782-5,"N Vaci, M Bilalić",Behavior research methods,2017,"… The clear-cut rules and well-defined environment of chess provide a model for … of chess—namely, the large archive databases associated with the game. The German national chess …",,https://link.springer.com/content/pdf/10.3758/s13428-016-0782-5.pdf
chess,Recall of random and distorted chess positions: Implications for the theory of expertise,https://link.springer.com/article/10.3758/bf03200937,"F Gobet, HA Simon",Memory & cognition,1996,"This paper explores the question, important to the theory of expert performance, of the nature and number of chunks that chess experts hold in memory. It examines how memory …",,https://link.springer.com/content/pdf/10.3758/BF03200937.pdf
chess,The Greenblatt chess program,https://dl.acm.org/doi/abs/10.1145/1465611.1465715,"RD Greenblatt, DE Eastlake III, SD Crocker",Proceedings of the …,1967,"… The first step we took was to produce a simulated chess set, whereby the computer would display the current board and accept moves in standard chess notation through a …",,https://dl.acm.org/doi/pdf/10.1145/1465611.1465715?utm_source=miragenews&utm_medium=miragenews&utm_campaign=news
chess,Recall of rapidly presented random chess positions is a function of skill,https://link.springer.com/article/10.3758/BF03212414,"F Gobet, HA Simon",Psychonomic bulletin & review,1996,… A review of recent chess experiments in which random positions served as control material (… The implications of this finding for expertise in chess are discussed and the question of the …,,https://link.springer.com/content/pdf/10.3758/BF03212414.pdf
chess,Working memory in chess,https://link.springer.com/article/10.3758/BF03197274,"TW Robbins, EJ Anderson, DR Barker, AC Bradley…",Memory & …,1996,Three experiments investigated the role of working memory in various aspects of thinking in chess. Experiment 1 examined the immediate memory for briefly presented chess positions …,,https://link.springer.com/content/pdf/10.3758/BF03197274.pdf
chess,Artificial intelligence: chess match of the century,https://www.nature.com/articles/544413a,D Hassabis,2017,2017,"… Nearly 20 years ago, I was fortunate enough to play friendly blitz chess against former world champion Garry Kasparov. It was quite an experience; his competitive spirit and …",,
chess,Does chess need intelligence?—A study with young chess players,https://www.sciencedirect.com/science/article/pii/S0160289606001139,"M Bilalić, P McLeod, F Gobet",Intelligence,2007,"… of chess skill (eg, amount of practice, years of experience). The present study investigated the chess skill of 57 young chess … Although practice had the most influence on chess skill, …",,https://bura.brunel.ac.uk/bitstream/2438/642/1/Does%20Chess%20Need%20Intelligence-revision-finalINT.pdf
chess,Recall memory for visually presented chess positions,https://link.springer.com/article/10.3758/bf03213216,"PW Frey, P Adesman",Memory & Cognition,1976,"… memory for chess positions and chess skill varies directly with the amount of chess-specific … to incrementally ""build"" tournament chess positions by meaningful or nonmeaningful chunks …",,https://link.springer.com/content/pdf/10.3758/bf03213216.pdf
chess,Individual differences in chess expertise: A psychometric investigation,https://www.sciencedirect.com/science/article/pii/S0001691806000849,"RH Grabner, E Stern, AC Neubauer",Acta psychologica,2007,"… differences in chess expertise is presented. A sample of 90 adult tournament chess players of … variables; in addition, experience in chess play, tournament participation, and practice …",,https://ethz.ch/content/dam/ethz/special-interest/gess/ifv/professur-lehr-und-lernforschung/publikationen-stern/ab-2005/Artikel/Grabner_Stern_Neubauer_Acta_2006.pdf
chess,A chess-playing machine,https://link.springer.com/chapter/10.1007/978-1-4613-8716-9_6,CE Shannon,Computer Games I,1988,"… chess can be divided into three parts: first, a code must be chosen so that chess positions and the chess … A suitable code for the chessboard and the chess pieces is shown in Figure 1. …",,https://www.hassanhameed.com/wp-content/uploads/2024/02/shannonchess1950.pdf
chess,A simulation of memory for chess positions,https://www.sciencedirect.com/science/article/pii/0010028573900248,"HA Simon, K Gilmartin",Cognitive psychology,1973,… on a chess board. Thus it can attempt to simulate the long-term pattern memory of a weak chess player (few patterns stored) or of a chess … One part detects the salient pieces in a chess …,,
chess,The MDS‐CHESS scale: a new measure to predict mortality in institutionalized older people,https://agsjournals.onlinelibrary.wiley.com/doi/abs/10.1034/j.1601-5215.2002.51017.x,"JP Hirdes, DH Frijters, GF Teare",Journal of the American …,2003,… the CHESS score and age and between the CHESS score and … CHESS score. Table 1 shows the results of the multivariate proportional hazards regression model in which the CHESS …,,https://www.academia.edu/download/72454461/j.1601-5215.2002.51017.x20211013-15779-ekguof.pdf
chess,A functional MRI study of high-level cognition. I. The game of chess,https://www.sciencedirect.com/science/article/pii/S0926641002002070,"M Atherton, J Zhuang, WM Bart, X Hu, S He",Cognitive Brain Research,2003,… one of the essential components of chess playing. This subtraction revealed bilaterally … a real chess playing situation and then compared the areas activated by chess cognition to …,,https://www.academia.edu/download/91281008/064ad51b7524ff28d4f294fa58f2a9befcfd.pdf
chess,How computers play chess,https://link.springer.com/content/pdf/10.1007/978-3-642-85538-2_2?pdf=chapter%20toc,"D Levy, M Newborn",… Chess and Computers: Chess and Computers and …,1982,… The device used by a chess program to look ahead from a chess position is called a tree. Trees are not peculiar to chess programs but are used in a variety of programs that solve …,,https://link.springer.com/content/pdf/10.1007/978-3-642-85538-2_2?pdf=chapter%20toc
chess,The architecture of the chess player׳ s brain,https://www.sciencedirect.com/science/article/pii/S0028393214002395,"J Hänggi, K Brütsch, AM Siegel, L Jäncke",Neuropsychologia,2014,… the neural underpinnings of chess performance and expertise … chess players recruit different psychological functions and activate different brain areas while they are engaged in chess-…,,
chess,The role of deliberate practice in chess expertise,https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.1106,"N Charness, M Tuffiash, R Krampe…",Applied Cognitive …,2005,… chess players were asked to estimate the frequency and duration of their engagement in a variety of chess… all significant bivariate correlates of chess skill as measured by tournament …,,http://chrest.info/PY3602-Psychology-of-Expertise/Articles-www/II%20Empirical%20studies/CharnessEtal2005ACP.pdf
chess,Learning to play chess using temporal differences,https://link.springer.com/article/10.1023/A:1007634325138,"J Baxter, A Tridgell, L Weaver",Machine learning,2000,… We present some experiments in which our chess program “KnightCap” used TDLEAF(λ) to learn its evaluation function while playing on Internet chess servers. The main success we …,,https://link.springer.com/content/pdf/10.1023/A:1007634325138.pdf
chess,A self-learning evolutionary chess program,https://ieeexplore.ieee.org/abstract/document/1360168/,"DB Fogel, TJ Hays, SL Hahn, J Quon",Proceedings of the IEEE,2005,"A central challenge of artificial intelligence is to create machines that can learn from their own experience and perform at the level of human experts. Using an evolutionary algorithm, a …",,https://scholar.archive.org/work/pvywxcfhbfaibkdophncnrx6de/access/wayback/http://140.134.26.25:80/PP/Papers/SelfLearningEvolutionaryChessProgram.pdf
chess,A metric for entertainment of boardgames: its implication for evolution of chess variants,https://link.springer.com/chapter/10.1007/978-0-387-35660-0_8,"H Iida, N Takeshita, J Yoshimura",… Computing: Technologies and …,2003,"… game, even if they use the same class within chess variants. For an adequate comparison of the measures of complexity of several chess variants, we restrict ourselves to a measure of …",,https://www.researchgate.net/profile/Hiroyuki-Iida-4/publication/220851427_A_Metric_for_Entertainment_of_Boardgames_Its_Implication_for_Evolution_of_Chess_Variants/links/5705d5d308ae13eb88b97d37/A-Metric-for-Entertainment-of-Boardgames-Its-Implication-for-Evolution-of-Chess-Variants.pdf
chess,Ability and non-ability traits in chess skill,https://www.sciencedirect.com/science/article/pii/S0191886921002841,"A Blanch, A Llaveria",Personality and Individual Differences,2021,"… Moreover, chess knowledge related in a greater extent with chess skill than … chess skill. Overall, the findings suggest that non-ability traits may be influential in the selection of the chess …",,
chess,Acquisition of chess knowledge in AlphaZero,https://www.pnas.org/doi/abs/10.1073/pnas.2206625119,"T McGrath, A Kapishnikov, N Tomašev…",Proceedings of the …,2022,"… In this paper, we investigate how AlphaZero represents chess positions and the relation of those representations to human concepts in chess. Although the results are far from a …",,https://www.pnas.org/doi/pdf/10.1073/pnas.2206625119
chess,Perceptual automaticity in expert chess players: Parallel encoding of chess relations,https://link.springer.com/article/10.3758/bf03196185,"EM Reingold, N Charness, RS Schultetus…",Psychonomic Bulletin & …,2001,"… relevant to the perceptual aspects of chess skill. We then outline the present … of chess relations by expert chess players. Chase and Simon (1973a, 1973b) proposed that skilled chess …",,https://link.springer.com/content/pdf/10.3758/bf03196185.pdf
chess,The role of practice in chess: A longitudinal study,https://www.sciencedirect.com/science/article/pii/S104160800700129X,"G Campitelli, F Gobet",Learning and individual differences,2008,"We investigated the role of practice in the acquisition of chess expertise by submitting a questionnaire to 104 players of different skill levels. Players had to report their chess rating, the …",,https://bura.brunel.ac.uk/bitstream/2438/1335/1/The%20role%20of%20practice%20in%20chess.pdf
chess,Recall or evaluation of chess positions as determinants of chess skill,https://link.springer.com/article/10.3758/BF03197635,"DH Holding, RI Reynolds",Memory & Cognition,1982,"… chess positions. Contrary to any strong form of recognition-association hypothesis, differences in chess skill … An alternative approach to chess skill seems appropriate, in which memory …",,https://link.springer.com/content/pdf/10.3758/BF03197635.pdf
chess,Error in chess: The apperception-restructuring view,https://link.springer.com/article/10.1007/BF01359219,P Saariluoma,Psychological research,1992,"… to study cognitive errors in chess players' thinking. It will be argued that chess players' errors can … This makes chess players lose their “belief in the idea” and restructure, after which the …",,https://www.academia.edu/download/120076769/bf0135921920241208-1-psr0po.pdf
chess,"Chess, a Drosophila of reasoning",https://www.science.org/doi/abs/10.1126/science.aaw2221,G Kasparov,Science,2018,"… But it was not a contest between the two strongest chess players … chess competition slammed shut forever. Unlike humans, machines keep getting faster, and today a smartphone chess …",,
chess,Behind Deep Blue: Building the computer that defeated the world chess champion,https://books.google.com/books?hl=en&lr=&id=7aBMEAAAQBAJ&oi=fnd&pg=PR7&dq=chess&ots=vjttu-OV79&sig=3wfOGjnvMlmSKWOsi5VKE8nfyUM,FH Hsu,2022,2022,"… , it searched about 200 million chess positions per second, using 480 custom chess chips, with … If we define a ply as a half chess move, or one of the two chess players playing a move, …",,
chess,Chess as the Drosophila of AI,https://link.springer.com/content/pdf/10.1007/978-1-4613-9080-0_14?pdf=chapter%20toc,J McCarthy,Computers,1990,"… time in a mere chess match. This was probably in 1966 during the year-long computer chess … , as opposed to a backwater such as computer chess. This echoes a remark that might have …",,http://jmc.stanford.edu/articles/drosophila/drosophila.pdf
chess,Experiments in chess,https://dl.acm.org/doi/pdf/10.1145/320868.320877,"J Kister, P Stein, S Ulam, W Walden…",Journal of the ACM (JACM …,1957,The aim of this article is to report briefly on some experiments performed on a fast computing machine (M~. nIAC I--Los Alamos) on the coding of computers to play the game of chess. …,,https://dl.acm.org/doi/pdf/10.1145/320868.320877
chess,Personality profiles of young chess players,https://www.sciencedirect.com/science/article/pii/S0191886906003515,"M Bilalić, P McLeod, F Gobet",Personality and Individual Differences,2007,"… Although the game of chess has often featured in psychological research, we know very little about people who play chess, especially about children who take up chess as a hobby. …",,https://bura.brunel.ac.uk/bitstream/2438/643/4/Personality%2BProfiles%2Bof%2BYoung%2BChess%2BPlayers-revisited-submit.pdf
chess,Visuospatial abilities of chess players,https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1348/000712602761381402,"AJ Waters, F Gobet, G Leyden",British Journal of Psychology,2002,… correlation between chess skill and visual memory ability in a group of adult chess players (… that there is surprisingly little evidence that chess skill and visuospatial ability are associated …,,https://bura.brunel.ac.uk/bitstream/2438/805/1/Visuo-spatial_abilities.pdf
chess,Characteristics of skilled option generation in chess,https://www.sciencedirect.com/science/article/pii/S074959788571031X,"G Klein, S Wolf, L Militello, C Zsambok",Organizational behavior and …,1995,"We tested the hypothesis that skilled decision makers generate satisfactory options as the first ones they consider, thereby avoiding the need to perform extensive generation and …",,
chess,An introduction to computer chess,https://link.springer.com/content/pdf/10.1007/978-1-4612-5515-4_3?pdf=chapter%20toc,PW Frey,Chess skill in man and machine,1977,"… Shannon felt that the development of a credible chess program would … -chess was not modeled on human chess play. As Charness describes in Chapter 2, humans master chess by …",,https://link.springer.com/content/pdf/10.1007/978-1-4612-5515-4_3?pdf=chapter%20toc
chess,Chess expertise in children,https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.2350040204,"DD Horgan, D Morgan",Applied cognitive psychology,1990,"… features of children’s chess play and on some … , chess is a situation in which humans can make unusually sound decisions. The literature on expertise has focused on chess and chess …",,http://www.uschesstrust.org/wp-content/uploads/2007/08/chess-expertise-in-children-by-dianne-d-horgan-and-david-morgan1.pdf
chess,"Visualization, pattern recognition, and forward search: Effects of playing speed and sight of the position on grandmaster chess errors",https://onlinelibrary.wiley.com/doi/abs/10.1207/s15516709cog2704_3,"CF Chabris, ES Hearst",Cognitive Science,2003,"… aspects of chess skill, long a popular topic in cognitive science. A powerful computer‐chess … (“classical”) chess, regular “rapid” chess, and rapid “blindfold” chess, in which opponents …",,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1207/s15516709cog2704_3
chess,Chess expertise and memory for chess positions in children and adults,https://www.sciencedirect.com/science/article/pii/S0022096583710386,"W Schneider, H Gruber, A Gold, K Opwis",Journal of experimental child …,1993,"… Taken together, our results suggest that chess experts outperform chess novices on a chess … of chess pieces and (b) the geometrical pattern of the board and the form and color of chess …",,
chess,Planning abilities and chess: A comparison of chess and non‐chess players on the Tower of London task,https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1348/000712605X71407,"JM Unterrainer, CP Kaller, U Halsband…",British journal of …,2006,… Chess should … chess players are better problem solvers than non-chess players in a complex planning task. We compared planning performance between chess (N=25) and non-chess …,,https://www.academia.edu/download/38494900/Unterrainer_et_al._BJP_2006.pdf
chess,Mechanisms and consequences of widespread random monoallelic expression,https://www.nature.com/articles/nrg3239,A Chess,Nature Reviews Genetics,2012,"Although random monoallelic expression has been known for decades to affect genes on the X chromosome in female placental mammals, until a few years ago it was thought that …",,
chess,The role of chess in the development of children-parents' perspectives,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2023.1210917/full,"CC Nanu, C Coman, MC Bularca…",Frontiers in …,2023,"… Findings extend our understanding of how parents perceive the way chess … of chess, benefits which should be further analyzed in order to identify under what circumstances chess could …",,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2023.1210917/pdf
chess,Chess,https://link.springer.com/content/pdf/10.1007/978-1-4757-1968-0_2?pdf=chapter%20toc,AM Turing,Computer Chess Compendium,1988,"… of chess, ie which,confronted with an ordinary (that is, not particularly unusual) chess position… To these we may add two further questions, unconnected with chess, which are likely to be …",,https://link.springer.com/content/pdf/10.1007/978-1-4757-1968-0_2?pdf=chapter%20toc
chess,XXII. Programming a computer for playing chess,https://www.tandfonline.com/doi/pdf/10.1080/14786445008521796,CE Shannon,The London,1950,"… Ideally, we would like to design a special computer for chess ~containing, in place of the arithmetic organ, a "" chess organ "" specifically designed to perform the simple chess …",,https://www.csee.umbc.edu/courses/graduate/CMSC671/fall15/resources/ProgrammingaComputerforPlayingChess.pdf
chess,The impact of chess research on cognitive science,https://link.springer.com/article/10.1007/BF01359217,N Charness,Psychological research,1992,"Although chess research has not been a mainstream activity in cognitive science, it has had a significant impact on this field because of the experimental and theoretical tools it has …",,
chess,Human chess skill,https://link.springer.com/content/pdf/10.1007/978-1-4612-5515-4_2?pdf=chapter%20toc,N Charness,Chess skill in man and machine,1977,"… their proteges, computer chess programs, to reach equally high standards of excellence in chess play. Should a computer be more like a man when it comes to playing chess? The argu…",,https://link.springer.com/content/pdf/10.1007/978-1-4612-5515-4_2?pdf=chapter%20toc
chess,CHESS a new reliable high speed HF radio,https://ieeexplore.ieee.org/abstract/document/571328/,"DL Herrick, PK Lee",Proceedings of MILCOM'96 IEEE Military …,1996,"This paper presents the design and performance of an advanced digital signal processing (DSP) based high frequency (HF) radio developed (patent pending) by Sanders, a Lockheed …",,
chess,Using patterns and plans in chess,https://www.sciencedirect.com/science/article/pii/0004370280900399,D Wilkins,Artificial intelligence,1980,"… Chess has been one of the most popular domains for AI research, yet brute force searching programs with little chess knowledge play better chess than programs with more chess …",,
chess,The benefits of chess for the intellectual and social-emotional enrichment in schoolchildren,https://www.cambridge.org/core/journals/spanish-journal-of-psychology/article/benefits-of-chess-for-the-intellectual-and-socialemotional-enrichment-in-schoolchildren/9BAE7D7E2A9D7587C0259F7E964E5CF9,"R Aciego, L García, M Betancort",The Spanish journal of psychology,2012,Spanish Journal 2012.2 Page 1 This paper examines the benefits of regularly playing chess for the intellectual and social-emotional enrichment of a group of 170 schoolchildren from 6-…,,http://chessedu.org/wp-content/uploads/social-emotional-benefits-1.pdf
chess,1H NMR chemical shift selective (CHESS) imaging,https://iopscience.iop.org/article/10.1088/0031-9155/30/4/008/meta,"A Haase, J Frahm, W Hanicke…",Physics in Medicine & …,1985,"… To demonstrate the action of the CHESS period we have recorded 'Hnmr spectra of a … by a CHESS period prior to the 90"" RF pulse. The irradiation frequency of the CHESS pulse has …",,http://mriquestions.com/uploads/3/4/5/7/34572113/haase_frahm_chess.pdf
chess,Thought and choice in chess,https://books.google.com/books?hl=en&lr=&id=b2G1CRfNqFYC&oi=fnd&pg=PP1&dq=chess&ots=Tl0XT3NfMH&sig=rg1468naSMHsLp6icdR00Wjn1Cw,AD De Groot,2008,2008,"… character of the game of chess and chess talent, are of enough interest to be taken up again in Chapter VIII of this study, where the factors underlying chess mastership are discussed. …",,
chess,Maelzel's chess-player,https://books.google.com/books?hl=en&lr=&id=n_5yEAAAQBAJ&oi=fnd&pg=PT9&dq=chess&ots=2ZP3-IeBXy&sig=C3DiytGJ5aDcXavni3zSeWw7fOw,EA Poe,2022,2022,"In"" Maelzel's Chess-Player,"" Edgar Allan Poe investigates the intersection of human intellect and mechanized innovation through a compelling narrative that critiques the nature of …",,
